JobIDRaw|Account|User|State|Partition|ReqCPUS|ReqMem|Timelimit|Submit|Start|End|NodeList|ReqTRES|Reason
131|hpc|user.40|COMPLETED|gpu|15|12G|3-00:00:00|2022-08-08T00:25:49|2022-08-08T01:06:49|2022-08-08T12:00:49|gpunode1|billing=10,cpu=15,gres/gpu=2,mem=12G,node=1|None
132|hpc|user.9|COMPLETED|gpu|12|31G|3-00:00:00|2022-08-07T21:24:49|2022-08-07T22:10:49|2022-08-08T06:46:49|gpunode2|billing=10,cpu=12,gres/gpu=1,mem=31G,node=1|Dependency
133|hpc|user.77|COMPLETED|gpu|4|219G|3-00:00:00|2022-08-07T23:57:49|2022-08-08T03:57:49|2022-08-09T00:45:49|gpunode3|billing=10,cpu=4,gres/gpu=1,mem=219G,node=1|QOSMaxJobsPerUserLimit
134|hpc|user.48|COMPLETED|gpu|41|917G|3-00:00:00|2022-08-08T00:55:49|2022-08-08T02:03:49|2022-08-08T06:33:49|gpunode4|billing=10,cpu=41,gres/gpu=11,mem=917G,node=1|None
135|hpc|user.33|COMPLETED|gpu|29|290G|3-00:00:00|2022-08-08T00:15:49|2022-08-08T03:12:49|2022-08-08T22:31:49|gpunode5|billing=10,cpu=29,gres/gpu=2,mem=290G,node=1|None
136|hpc|user.78|COMPLETED|gpu|24|40G|3-00:00:00|2022-08-08T00:41:49|2022-08-08T03:55:49|2022-08-08T13:02:49|gpunode6|billing=10,cpu=24,gres/gpu=3,mem=40G,node=1|None
137|hpc|user.43|COMPLETED|gpu|19|246G|3-00:00:00|2022-08-07T23:09:49|2022-08-08T02:33:49|2022-08-08T19:27:49|gpunode7|billing=10,cpu=19,gres/gpu=1,mem=246G,node=1|None
138|hpc|user.37|COMPLETED|gpu|48|969G|3-00:00:00|2022-08-07T21:53:49|2022-08-08T01:43:49|2022-08-08T15:30:49|gpunode8|billing=10,cpu=48,gres/gpu=12,mem=969G,node=1|None
139|hpc|user.51|COMPLETED|gpu|14|221G|3-00:00:00|2022-08-07T22:28:49|2022-08-08T02:05:49|2022-08-08T17:32:49|gpunode9|billing=10,cpu=14,gres/gpu=2,mem=221G,node=1|None
140|hpc|user.20|COMPLETED|gpu|28|1216G|3-00:00:00|2022-08-07T22:36:49|2022-08-08T00:58:49|2022-08-08T13:32:49|gpunode10|billing=10,cpu=28,gres/gpu=12,mem=1216G,node=1|None
141|hpc|user.67|COMPLETED|cpu|14|70G|3-00:00:00|2022-08-08T21:02:49|2022-08-08T23:03:49|2022-08-09T19:15:49|node1|billing=10,cpu=14,mem=70G,node=1|QOSMaxJobsPerUserLimit
142|hpc|user.16|COMPLETED|cpu|43|147G|3-00:00:00|2022-08-08T23:09:49|2022-08-09T00:12:49|2022-08-09T02:40:49|node2|billing=10,cpu=43,mem=147G,node=1|None
143|hpc|user.11|COMPLETED|cpu|15|187G|3-00:00:00|2022-08-09T00:00:49|2022-08-09T02:03:49|2022-08-09T03:16:49|node3|billing=10,cpu=15,mem=187G,node=1|None
144|hpc|user.55|COMPLETED|cpu|9|644G|3-00:00:00|2022-08-08T22:15:49|2022-08-08T23:20:49|2022-08-09T09:19:49|node4|billing=10,cpu=9,mem=644G,node=1|None
145|hpc|user.30|COMPLETED|cpu|5|9G|3-00:00:00|2022-08-08T22:23:49|2022-08-09T01:54:49|2022-08-09T12:21:49|node5|billing=10,cpu=5,mem=9G,node=1|None
146|hpc|user.36|COMPLETED|cpu|92|743G|3-00:00:00|2022-08-08T22:22:49|2022-08-08T23:53:49|2022-08-09T10:39:49|node6|billing=10,cpu=92,mem=743G,node=1|Dependency
147|hpc|user.42|COMPLETED|cpu|12|370G|3-00:00:00|2022-08-09T00:04:49|2022-08-09T03:04:49|2022-08-10T01:51:49|node7|billing=10,cpu=12,mem=370G,node=1|None
148|hpc|user.2|COMPLETED|cpu|25|549G|3-00:00:00|2022-08-08T23:21:49|2022-08-08T23:24:49|2022-08-09T05:00:49|node8|billing=10,cpu=25,mem=549G,node=1|ReqNodeNotAvail
149|hpc|user.87|COMPLETED|cpu|2|4G|3-00:00:00|2022-08-08T23:20:49|2022-08-09T01:47:49|2022-08-09T18:10:49|node9|billing=10,cpu=2,mem=4G,node=1|None
150|hpc|user.93|COMPLETED|cpu|21|229G|3-00:00:00|2022-08-08T23:25:49|2022-08-09T01:58:49|2022-08-10T01:50:49|node10|billing=10,cpu=21,mem=229G,node=1|ReqNodeNotAvail
151|hpc|user.57|COMPLETED|gpu|59|27G|3-00:00:00|2022-08-08T23:41:49|2022-08-09T00:16:49|2022-08-09T02:06:49|gpunode1|billing=10,cpu=59,gres/gpu=1,mem=27G,node=1|Dependency
152|hpc|user.9|COMPLETED|gpu|12|25G|3-00:00:00|2022-08-08T22:01:49|2022-08-08T23:23:49|2022-08-09T06:08:49|gpunode2|billing=10,cpu=12,gres/gpu=1,mem=25G,node=1|ReqNodeNotAvail
153|hpc|user.21|COMPLETED|gpu|12|26G|3-00:00:00|2022-08-08T23:08:49|2022-08-08T23:44:49|2022-08-09T10:26:49|gpunode3|billing=10,cpu=12,gres/gpu=1,mem=26G,node=1|None
154|hpc|user.71|COMPLETED|gpu|53|1065G|3-00:00:00|2022-08-08T21:41:49|2022-08-09T00:30:49|2022-08-09T10:54:49|gpunode4|billing=10,cpu=53,gres/gpu=11,mem=1065G,node=1|ReqNodeNotAvail
155|hpc|user.65|COMPLETED|gpu|49|221G|3-00:00:00|2022-08-08T23:46:49|2022-08-09T02:00:49|2022-08-10T00:45:49|gpunode5|billing=10,cpu=49,gres/gpu=2,mem=221G,node=1|None
156|hpc|user.51|COMPLETED|gpu|5|11G|3-00:00:00|2022-08-08T22:27:49|2022-08-08T23:09:49|2022-08-09T10:52:49|gpunode6|billing=10,cpu=5,gres/gpu=2,mem=11G,node=1|ReqNodeNotAvail
157|hpc|user.37|COMPLETED|gpu|18|75G|3-00:00:00|2022-08-08T21:24:49|2022-08-09T00:23:49|2022-08-09T19:13:49|gpunode7|billing=10,cpu=18,gres/gpu=2,mem=75G,node=1|Dependency
158|hpc|user.37|COMPLETED|gpu|2|975G|3-00:00:00|2022-08-09T00:17:49|2022-08-09T04:01:49|2022-08-09T13:09:49|gpunode8|billing=10,cpu=2,gres/gpu=10,mem=975G,node=1|None
159|hpc|user.40|COMPLETED|gpu|19|156G|3-00:00:00|2022-08-08T22:22:49|2022-08-09T01:57:49|2022-08-09T08:23:49|gpunode9|billing=10,cpu=19,gres/gpu=2,mem=156G,node=1|None
160|hpc|user.60|COMPLETED|gpu|4|1184G|3-00:00:00|2022-08-08T23:27:49|2022-08-09T01:01:49|2022-08-09T13:42:49|gpunode10|billing=10,cpu=4,gres/gpu=12,mem=1184G,node=1|None
161|hpc|user.98|COMPLETED|cpu|3|79G|3-00:00:00|2022-08-09T22:03:49|2022-08-09T23:46:49|2022-08-10T12:24:49|node1|billing=10,cpu=3,mem=79G,node=1|None
162|hpc|user.25|COMPLETED|cpu|6|19G|3-00:00:00|2022-08-10T00:21:49|2022-08-10T03:53:49|2022-08-10T12:49:49|node2|billing=10,cpu=6,mem=19G,node=1|None
163|hpc|user.4|COMPLETED|cpu|37|121G|3-00:00:00|2022-08-09T21:02:49|2022-08-10T00:49:49|2022-08-10T14:29:49|node3|billing=10,cpu=37,mem=121G,node=1|QOSMaxJobsPerUserLimit
164|hpc|user.75|COMPLETED|cpu|30|686G|3-00:00:00|2022-08-09T20:56:49|2022-08-09T23:25:49|2022-08-10T22:16:49|node4|billing=10,cpu=30,mem=686G,node=1|None
165|hpc|user.80|COMPLETED|cpu|10|11G|3-00:00:00|2022-08-09T23:18:49|2022-08-10T00:43:49|2022-08-10T17:28:49|node5|billing=10,cpu=10,mem=11G,node=1|None
166|hpc|user.63|COMPLETED|cpu|67|402G|3-00:00:00|2022-08-10T00:43:49|2022-08-10T00:46:49|2022-08-10T21:46:49|node6|billing=10,cpu=67,mem=402G,node=1|None
167|hpc|user.1|COMPLETED|cpu|37|347G|3-00:00:00|2022-08-09T21:04:49|2022-08-09T22:29:49|2022-08-10T03:59:49|node7|billing=10,cpu=37,mem=347G,node=1|None
168|hpc|user.90|COMPLETED|cpu|23|572G|3-00:00:00|2022-08-09T23:24:49|2022-08-10T03:12:49|2022-08-10T04:31:49|node8|billing=10,cpu=23,mem=572G,node=1|None
169|hpc|user.62|COMPLETED|cpu|18|67G|3-00:00:00|2022-08-09T22:32:49|2022-08-10T00:22:49|2022-08-10T00:55:49|node9|billing=10,cpu=18,mem=67G,node=1|None
170|hpc|user.95|COMPLETED|cpu|76|697G|3-00:00:00|2022-08-09T21:43:49|2022-08-10T00:08:49|2022-08-10T06:58:49|node10|billing=10,cpu=76,mem=697G,node=1|None
171|hpc|user.77|COMPLETED|gpu|36|55G|3-00:00:00|2022-08-09T20:58:49|2022-08-09T22:23:49|2022-08-10T11:56:49|gpunode1|billing=10,cpu=36,gres/gpu=2,mem=55G,node=1|None
172|hpc|user.18|COMPLETED|gpu|1|4G|3-00:00:00|2022-08-10T00:28:49|2022-08-10T01:40:49|2022-08-10T11:56:49|gpunode2|billing=10,cpu=1,gres/gpu=1,mem=4G,node=1|None
173|hpc|user.13|COMPLETED|gpu|17|231G|3-00:00:00|2022-08-09T21:13:49|2022-08-09T22:24:49|2022-08-10T00:46:49|gpunode3|billing=10,cpu=17,gres/gpu=1,mem=231G,node=1|None
174|hpc|user.23|COMPLETED|gpu|55|1118G|3-00:00:00|2022-08-10T00:29:49|2022-08-10T01:04:49|2022-08-10T06:26:49|gpunode4|billing=10,cpu=55,gres/gpu=15,mem=1118G,node=1|None
175|hpc|user.74|COMPLETED|gpu|21|136G|3-00:00:00|2022-08-09T23:01:49|2022-08-10T02:25:49|2022-08-10T07:32:49|gpunode5|billing=10,cpu=21,gres/gpu=1,mem=136G,node=1|None
176|hpc|user.23|COMPLETED|gpu|6|49G|3-00:00:00|2022-08-09T21:49:49|2022-08-10T01:33:49|2022-08-10T17:54:49|gpunode6|billing=10,cpu=6,gres/gpu=3,mem=49G,node=1|QOSMaxJobsPerUserLimit
177|hpc|user.38|COMPLETED|gpu|12|132G|3-00:00:00|2022-08-10T00:37:49|2022-08-10T02:42:49|2022-08-11T01:24:49|gpunode7|billing=10,cpu=12,gres/gpu=1,mem=132G,node=1|None
178|hpc|user.9|COMPLETED|gpu|96|297G|3-00:00:00|2022-08-09T22:52:49|2022-08-09T23:45:49|2022-08-10T02:50:49|gpunode8|billing=10,cpu=96,gres/gpu=12,mem=297G,node=1|None
179|hpc|user.84|COMPLETED|gpu|6|91G|3-00:00:00|2022-08-10T00:03:49|2022-08-10T02:30:49|2022-08-10T13:49:49|gpunode9|billing=10,cpu=6,gres/gpu=1,mem=91G,node=1|None
180|hpc|user.63|COMPLETED|gpu|34|294G|3-00:00:00|2022-08-09T21:54:49|2022-08-09T22:19:49|2022-08-10T11:23:49|gpunode10|billing=10,cpu=34,gres/gpu=13,mem=294G,node=1|None
181|hpc|user.8|COMPLETED|cpu|17|91G|3-00:00:00|2022-08-10T22:56:49|2022-08-11T01:58:49|2022-08-11T14:21:49|node1|billing=10,cpu=17,mem=91G,node=1|None
182|hpc|user.70|COMPLETED|cpu|16|277G|3-00:00:00|2022-08-10T21:31:49|2022-08-11T01:18:49|2022-08-11T07:59:49|node2|billing=10,cpu=16,mem=277G,node=1|None
183|hpc|user.45|COMPLETED|cpu|11|52G|3-00:00:00|2022-08-10T22:33:49|2022-08-11T02:12:49|2022-08-11T17:22:49|node3|billing=10,cpu=11,mem=52G,node=1|None
184|hpc|user.49|COMPLETED|cpu|13|731G|3-00:00:00|2022-08-10T22:42:49|2022-08-11T02:40:49|2022-08-12T00:10:49|node4|billing=10,cpu=13,mem=731G,node=1|QOSMaxJobsPerUserLimit
185|hpc|user.41|COMPLETED|cpu|24|88G|3-00:00:00|2022-08-11T00:29:49|2022-08-11T00:48:49|2022-08-11T04:52:49|node5|billing=10,cpu=24,mem=88G,node=1|None
186|hpc|user.37|COMPLETED|cpu|32|436G|3-00:00:00|2022-08-10T23:44:49|2022-08-11T00:20:49|2022-08-11T03:20:49|node6|billing=10,cpu=32,mem=436G,node=1|QOSMaxJobsPerUserLimit
187|hpc|user.48|COMPLETED|cpu|7|79G|3-00:00:00|2022-08-11T00:50:49|2022-08-11T04:27:49|2022-08-11T19:29:49|node7|billing=10,cpu=7,mem=79G,node=1|Dependency
188|hpc|user.2|COMPLETED|cpu|9|656G|3-00:00:00|2022-08-10T23:41:49|2022-08-11T02:10:49|2022-08-11T22:31:49|node8|billing=10,cpu=9,mem=656G,node=1|None
189|hpc|user.91|COMPLETED|cpu|4|23G|3-00:00:00|2022-08-10T22:34:49|2022-08-10T23:04:49|2022-08-11T14:06:49|node9|billing=10,cpu=4,mem=23G,node=1|None
190|hpc|user.99|COMPLETED|cpu|91|721G|3-00:00:00|2022-08-10T23:27:49|2022-08-11T02:29:49|2022-08-11T10:18:49|node10|billing=10,cpu=91,mem=721G,node=1|None
191|hpc|user.57|COMPLETED|gpu|44|130G|3-00:00:00|2022-08-10T21:50:49|2022-08-11T00:51:49|2022-08-11T22:55:49|gpunode1|billing=10,cpu=44,gres/gpu=2,mem=130G,node=1|None
192|hpc|user.59|COMPLETED|gpu|9|15G|3-00:00:00|2022-08-10T21:40:49|2022-08-10T22:13:49|2022-08-11T05:46:49|gpunode2|billing=10,cpu=9,gres/gpu=2,mem=15G,node=1|None
193|hpc|user.42|COMPLETED|gpu|3|55G|3-00:00:00|2022-08-11T00:19:49|2022-08-11T01:44:49|2022-08-11T15:31:49|gpunode3|billing=10,cpu=3,gres/gpu=2,mem=55G,node=1|ReqNodeNotAvail
194|hpc|user.18|COMPLETED|gpu|74|381G|3-00:00:00|2022-08-10T23:27:49|2022-08-11T00:28:49|2022-08-11T16:32:49|gpunode4|billing=10,cpu=74,gres/gpu=16,mem=381G,node=1|None
195|hpc|user.54|COMPLETED|gpu|12|34G|3-00:00:00|2022-08-10T22:01:49|2022-08-11T00:49:49|2022-08-11T18:44:49|gpunode5|billing=10,cpu=12,gres/gpu=2,mem=34G,node=1|QOSMaxJobsPerUserLimit
196|hpc|user.65|COMPLETED|gpu|1|22G|3-00:00:00|2022-08-10T21:35:49|2022-08-10T23:52:49|2022-08-11T01:49:49|gpunode6|billing=10,cpu=1,gres/gpu=1,mem=22G,node=1|None
197|hpc|user.10|COMPLETED|gpu|11|238G|3-00:00:00|2022-08-10T22:08:49|2022-08-11T01:14:49|2022-08-11T19:19:49|gpunode7|billing=10,cpu=11,gres/gpu=2,mem=238G,node=1|None
198|hpc|user.22|COMPLETED|gpu|86|556G|3-00:00:00|2022-08-10T22:14:49|2022-08-10T22:34:49|2022-08-11T16:02:49|gpunode8|billing=10,cpu=86,gres/gpu=14,mem=556G,node=1|QOSMaxJobsPerUserLimit
199|hpc|user.40|COMPLETED|gpu|13|247G|3-00:00:00|2022-08-11T00:40:49|2022-08-11T01:20:49|2022-08-12T00:24:49|gpunode9|billing=10,cpu=13,gres/gpu=1,mem=247G,node=1|None
200|hpc|user.31|COMPLETED|gpu|62|136G|3-00:00:00|2022-08-10T22:51:49|2022-08-10T23:43:49|2022-08-11T13:09:49|gpunode10|billing=10,cpu=62,gres/gpu=16,mem=136G,node=1|None
201|hpc|user.2|COMPLETED|cpu|1|43G|3-00:00:00|2022-08-11T22:25:49|2022-08-12T01:47:49|2022-08-12T14:07:49|node1|billing=10,cpu=1,mem=43G,node=1|QOSMaxJobsPerUserLimit
202|hpc|user.16|COMPLETED|cpu|76|686G|3-00:00:00|2022-08-12T00:10:49|2022-08-12T03:20:49|2022-08-12T08:09:49|node2|billing=10,cpu=76,mem=686G,node=1|None
203|hpc|user.52|COMPLETED|cpu|29|63G|3-00:00:00|2022-08-12T00:43:49|2022-08-12T04:18:49|2022-08-13T02:15:49|node3|billing=10,cpu=29,mem=63G,node=1|ReqNodeNotAvail
204|hpc|user.26|COMPLETED|cpu|19|764G|3-00:00:00|2022-08-11T22:42:49|2022-08-12T01:32:49|2022-08-12T12:03:49|node4|billing=10,cpu=19,mem=764G,node=1|QOSMaxJobsPerUserLimit
205|hpc|user.56|COMPLETED|cpu|18|87G|3-00:00:00|2022-08-12T00:07:49|2022-08-12T03:28:49|2022-08-12T18:01:49|node5|billing=10,cpu=18,mem=87G,node=1|None
206|hpc|user.89|COMPLETED|cpu|34|443G|3-00:00:00|2022-08-11T23:01:49|2022-08-11T23:34:49|2022-08-12T17:39:49|node6|billing=10,cpu=34,mem=443G,node=1|None
207|hpc|user.52|COMPLETED|cpu|20|186G|3-00:00:00|2022-08-11T22:49:49|2022-08-12T00:49:49|2022-08-12T16:54:49|node7|billing=10,cpu=20,mem=186G,node=1|None
208|hpc|user.71|COMPLETED|cpu|7|73G|3-00:00:00|2022-08-11T23:41:49|2022-08-12T00:33:49|2022-08-12T07:53:49|node8|billing=10,cpu=7,mem=73G,node=1|Dependency
209|hpc|user.25|COMPLETED|cpu|10|62G|3-00:00:00|2022-08-11T23:17:49|2022-08-12T03:03:49|2022-08-12T14:19:49|node9|billing=10,cpu=10,mem=62G,node=1|None
210|hpc|user.38|COMPLETED|cpu|17|377G|3-00:00:00|2022-08-11T23:38:49|2022-08-12T01:13:49|2022-08-12T06:49:49|node10|billing=10,cpu=17,mem=377G,node=1|ReqNodeNotAvail
211|hpc|user.79|COMPLETED|gpu|28|221G|3-00:00:00|2022-08-11T21:33:49|2022-08-12T00:40:49|2022-08-12T18:22:49|gpunode1|billing=10,cpu=28,gres/gpu=2,mem=221G,node=1|None
212|hpc|user.91|COMPLETED|gpu|23|6G|3-00:00:00|2022-08-12T00:24:49|2022-08-12T00:58:49|2022-08-12T22:05:49|gpunode2|billing=10,cpu=23,gres/gpu=3,mem=6G,node=1|None
213|hpc|user.33|COMPLETED|gpu|14|186G|3-00:00:00|2022-08-11T23:38:49|2022-08-12T01:39:49|2022-08-12T14:32:49|gpunode3|billing=10,cpu=14,gres/gpu=1,mem=186G,node=1|None
214|hpc|user.70|COMPLETED|gpu|17|528G|3-00:00:00|2022-08-11T22:45:49|2022-08-12T02:16:49|2022-08-12T18:09:49|gpunode4|billing=10,cpu=17,gres/gpu=12,mem=528G,node=1|ReqNodeNotAvail
215|hpc|user.87|COMPLETED|gpu|60|238G|3-00:00:00|2022-08-11T23:06:49|2022-08-11T23:48:49|2022-08-12T12:09:49|gpunode5|billing=10,cpu=60,gres/gpu=2,mem=238G,node=1|ReqNodeNotAvail
216|hpc|user.31|COMPLETED|gpu|24|42G|3-00:00:00|2022-08-12T00:54:49|2022-08-12T04:34:49|2022-08-12T06:45:49|gpunode6|billing=10,cpu=24,gres/gpu=2,mem=42G,node=1|None
217|hpc|user.80|COMPLETED|gpu|20|146G|3-00:00:00|2022-08-11T22:01:49|2022-08-12T00:19:49|2022-08-12T10:53:49|gpunode7|billing=10,cpu=20,gres/gpu=1,mem=146G,node=1|Dependency
218|hpc|user.76|COMPLETED|gpu|89|1050G|3-00:00:00|2022-08-11T21:11:49|2022-08-12T00:24:49|2022-08-12T22:55:49|gpunode8|billing=10,cpu=89,gres/gpu=10,mem=1050G,node=1|None
219|hpc|user.85|COMPLETED|gpu|18|211G|3-00:00:00|2022-08-11T23:35:49|2022-08-12T02:45:49|2022-08-12T22:54:49|gpunode9|billing=10,cpu=18,gres/gpu=1,mem=211G,node=1|None
220|hpc|user.18|COMPLETED|gpu|22|460G|3-00:00:00|2022-08-12T00:03:49|2022-08-12T04:00:49|2022-08-13T01:28:49|gpunode10|billing=10,cpu=22,gres/gpu=12,mem=460G,node=1|None
221|hpc|user.43|COMPLETED|cpu|14|43G|3-00:00:00|2022-08-12T22:58:49|2022-08-13T00:29:49|2022-08-13T14:39:49|node1|billing=10,cpu=14,mem=43G,node=1|None
222|hpc|user.95|COMPLETED|cpu|12|377G|3-00:00:00|2022-08-12T21:55:49|2022-08-12T23:26:49|2022-08-13T03:55:49|node2|billing=10,cpu=12,mem=377G,node=1|None
223|hpc|user.58|COMPLETED|cpu|15|59G|3-00:00:00|2022-08-13T00:34:49|2022-08-13T03:59:49|2022-08-13T21:01:49|node3|billing=10,cpu=15,mem=59G,node=1|None
224|hpc|user.79|COMPLETED|cpu|27|590G|3-00:00:00|2022-08-12T21:46:49|2022-08-12T21:58:49|2022-08-13T16:32:49|node4|billing=10,cpu=27,mem=590G,node=1|None
225|hpc|user.43|COMPLETED|cpu|20|41G|3-00:00:00|2022-08-13T00:14:49|2022-08-13T02:37:49|2022-08-13T03:52:49|node5|billing=10,cpu=20,mem=41G,node=1|None
226|hpc|user.25|COMPLETED|cpu|70|90G|3-00:00:00|2022-08-12T23:48:49|2022-08-13T02:22:49|2022-08-13T17:10:49|node6|billing=10,cpu=70,mem=90G,node=1|Dependency
227|hpc|user.94|COMPLETED|cpu|39|10G|3-00:00:00|2022-08-12T22:01:49|2022-08-13T00:11:49|2022-08-13T08:04:49|node7|billing=10,cpu=39,mem=10G,node=1|None
228|hpc|user.77|COMPLETED|cpu|5|502G|3-00:00:00|2022-08-12T21:23:49|2022-08-12T22:27:49|2022-08-13T19:54:49|node8|billing=10,cpu=5,mem=502G,node=1|None
229|hpc|user.94|COMPLETED|cpu|6|57G|3-00:00:00|2022-08-12T21:09:49|2022-08-12T23:11:49|2022-08-13T01:28:49|node9|billing=10,cpu=6,mem=57G,node=1|None
230|hpc|user.50|COMPLETED|cpu|71|338G|3-00:00:00|2022-08-12T21:05:49|2022-08-12T21:29:49|2022-08-13T04:28:49|node10|billing=10,cpu=71,mem=338G,node=1|None
231|hpc|user.6|COMPLETED|gpu|59|274G|3-00:00:00|2022-08-13T00:00:49|2022-08-13T03:56:49|2022-08-13T21:18:49|gpunode1|billing=10,cpu=59,gres/gpu=2,mem=274G,node=1|None
232|hpc|user.32|COMPLETED|gpu|9|2G|3-00:00:00|2022-08-12T21:09:49|2022-08-12T23:06:49|2022-08-13T12:20:49|gpunode2|billing=10,cpu=9,gres/gpu=1,mem=2G,node=1|None
233|hpc|user.18|COMPLETED|gpu|1|143G|3-00:00:00|2022-08-12T21:42:49|2022-08-12T23:26:49|2022-08-13T22:11:49|gpunode3|billing=10,cpu=1,gres/gpu=1,mem=143G,node=1|None
234|hpc|user.11|COMPLETED|gpu|50|638G|3-00:00:00|2022-08-12T23:56:49|2022-08-12T23:58:49|2022-08-13T04:46:49|gpunode4|billing=10,cpu=50,gres/gpu=12,mem=638G,node=1|Dependency
235|hpc|user.6|COMPLETED|gpu|47|274G|3-00:00:00|2022-08-12T21:31:49|2022-08-12T23:21:49|2022-08-13T03:29:49|gpunode5|billing=10,cpu=47,gres/gpu=2,mem=274G,node=1|None
236|hpc|user.33|COMPLETED|gpu|10|6G|3-00:00:00|2022-08-12T20:56:49|2022-08-12T22:11:49|2022-08-13T18:47:49|gpunode6|billing=10,cpu=10,gres/gpu=1,mem=6G,node=1|None
237|hpc|user.13|COMPLETED|gpu|8|151G|3-00:00:00|2022-08-12T23:44:49|2022-08-13T00:13:49|2022-08-13T18:12:49|gpunode7|billing=10,cpu=8,gres/gpu=2,mem=151G,node=1|ReqNodeNotAvail
238|hpc|user.28|COMPLETED|gpu|107|1079G|3-00:00:00|2022-08-12T21:43:49|2022-08-12T22:48:49|2022-08-13T14:31:49|gpunode8|billing=10,cpu=107,gres/gpu=14,mem=1079G,node=1|None
239|hpc|user.95|COMPLETED|gpu|4|212G|3-00:00:00|2022-08-12T23:30:49|2022-08-13T03:23:49|2022-08-13T11:42:49|gpunode9|billing=10,cpu=4,gres/gpu=2,mem=212G,node=1|None
240|hpc|user.92|COMPLETED|gpu|49|290G|3-00:00:00|2022-08-12T22:04:49|2022-08-13T00:41:49|2022-08-13T02:08:49|gpunode10|billing=10,cpu=49,gres/gpu=14,mem=290G,node=1|Dependency
241|hpc|user.47|COMPLETED|cpu|3|57G|3-00:00:00|2022-08-13T22:19:49|2022-08-14T01:39:49|2022-08-15T00:58:49|node1|billing=10,cpu=3,mem=57G,node=1|Dependency
242|hpc|user.15|COMPLETED|cpu|47|699G|3-00:00:00|2022-08-13T22:52:49|2022-08-13T23:46:49|2022-08-14T10:02:49|node2|billing=10,cpu=47,mem=699G,node=1|None
243|hpc|user.11|COMPLETED|cpu|20|262G|3-00:00:00|2022-08-13T22:21:49|2022-08-13T23:35:49|2022-08-14T05:32:49|node3|billing=10,cpu=20,mem=262G,node=1|None
244|hpc|user.50|COMPLETED|cpu|3|279G|3-00:00:00|2022-08-14T00:20:49|2022-08-14T02:09:49|2022-08-14T04:27:49|node4|billing=10,cpu=3,mem=279G,node=1|None
245|hpc|user.20|COMPLETED|cpu|3|32G|3-00:00:00|2022-08-13T21:57:49|2022-08-13T22:21:49|2022-08-14T03:59:49|node5|billing=10,cpu=3,mem=32G,node=1|None
246|hpc|user.21|COMPLETED|cpu|18|559G|3-00:00:00|2022-08-13T21:14:49|2022-08-13T23:55:49|2022-08-14T14:09:49|node6|billing=10,cpu=18,mem=559G,node=1|None
247|hpc|user.1|COMPLETED|cpu|26|66G|3-00:00:00|2022-08-13T22:22:49|2022-08-13T22:36:49|2022-08-14T14:00:49|node7|billing=10,cpu=26,mem=66G,node=1|None
248|hpc|user.34|COMPLETED|cpu|9|91G|3-00:00:00|2022-08-13T21:15:49|2022-08-14T00:53:49|2022-08-14T08:13:49|node8|billing=10,cpu=9,mem=91G,node=1|ReqNodeNotAvail
249|hpc|user.65|COMPLETED|cpu|9|40G|3-00:00:00|2022-08-13T22:12:49|2022-08-13T23:17:49|2022-08-14T14:01:49|node9|billing=10,cpu=9,mem=40G,node=1|None
250|hpc|user.95|COMPLETED|cpu|42|597G|3-00:00:00|2022-08-13T22:45:49|2022-08-14T01:30:49|2022-08-14T21:57:49|node10|billing=10,cpu=42,mem=597G,node=1|Dependency
251|hpc|user.95|COMPLETED|gpu|38|269G|3-00:00:00|2022-08-13T22:27:49|2022-08-14T00:05:49|2022-08-14T11:03:49|gpunode1|billing=10,cpu=38,gres/gpu=1,mem=269G,node=1|None
252|hpc|user.72|COMPLETED|gpu|18|49G|3-00:00:00|2022-08-14T00:21:49|2022-08-14T02:30:49|2022-08-14T16:30:49|gpunode2|billing=10,cpu=18,gres/gpu=2,mem=49G,node=1|Dependency
253|hpc|user.12|COMPLETED|gpu|13|204G|3-00:00:00|2022-08-13T23:54:49|2022-08-14T03:50:49|2022-08-14T05:42:49|gpunode3|billing=10,cpu=13,gres/gpu=1,mem=204G,node=1|None
254|hpc|user.19|COMPLETED|gpu|43|530G|3-00:00:00|2022-08-13T23:19:49|2022-08-14T02:22:49|2022-08-14T16:06:49|gpunode4|billing=10,cpu=43,gres/gpu=16,mem=530G,node=1|None
255|hpc|user.37|COMPLETED|gpu|35|121G|3-00:00:00|2022-08-13T21:59:49|2022-08-13T23:48:49|2022-08-14T08:48:49|gpunode5|billing=10,cpu=35,gres/gpu=2,mem=121G,node=1|None
256|hpc|user.74|COMPLETED|gpu|19|23G|3-00:00:00|2022-08-14T00:13:49|2022-08-14T03:03:49|2022-08-14T12:34:49|gpunode6|billing=10,cpu=19,gres/gpu=2,mem=23G,node=1|None
257|hpc|user.84|COMPLETED|gpu|17|220G|3-00:00:00|2022-08-13T22:29:49|2022-08-13T23:26:49|2022-08-14T22:40:49|gpunode7|billing=10,cpu=17,gres/gpu=1,mem=220G,node=1|None
258|hpc|user.20|COMPLETED|gpu|96|888G|3-00:00:00|2022-08-13T23:05:49|2022-08-14T02:05:49|2022-08-14T11:07:49|gpunode8|billing=10,cpu=96,gres/gpu=13,mem=888G,node=1|None
259|hpc|user.61|COMPLETED|gpu|5|93G|3-00:00:00|2022-08-13T23:46:49|2022-08-14T00:08:49|2022-08-14T13:18:49|gpunode9|billing=10,cpu=5,gres/gpu=1,mem=93G,node=1|None
